lat,long,subbasin
44.17,-76.6969,0a
44.17,-76.7095,0a
44.17,-76.7221,0a
44.161,-76.7221,0a
44.161,-76.7347,0a
44.152,-76.7348,0a
44.152,-76.7474,0a
44.152,-76.7599,0a
44.152,-76.7725,0a
44.152,-76.7851,0a
44.1521,-76.7977,0a
44.1611,-76.7977,0a
44.1611,-76.7851,0a
44.1611,-76.7725,0a
44.1701,-76.7725,0a
44.1791,-76.7725,0a
44.1791,-76.7599,0a
44.1791,-76.7473,0a
44.1791,-76.7347,0a
44.1881,-76.7347,0a
44.1972,-76.7346,0a
44.1971,-76.722,0a
44.2062,-76.722,0a
44.2062,-76.7094,0a
44.2061,-76.6968,0a
44.2061,-76.6842,0a
44.2061,-76.6716,0a
44.2061,-76.659,0a
44.2151,-76.659,0a
44.2151,-76.6463,0a
44.215,-76.6337,0a
44.215,-76.6211,0a
44.224,-76.6211,0a
44.224,-76.6085,0a
44.215,-76.6085,0a
44.2149,-76.5959,0a
44.2149,-76.5833,0a
44.2149,-76.5707,0a
44.2148,-76.5581,0a
44.2148,-76.5455,0a
44.2148,-76.5329,0a
44.2147,-76.5203,0a
44.2147,-76.5077,0a
44.2146,-76.4951,0a
44.2146,-76.4825,0a
44.2236,-76.4824,0a
44.2236,-76.4698,0a
44.2326,-76.4697,0a
44.2416,-76.4697,0a
44.2507,-76.4696,0a
44.2506,-76.457,0a
44.2416,-76.4571,0a
44.2326,-76.4571,0a
44.2325,-76.4445,0a
44.2325,-76.4319,0a
44.2324,-76.4193,0a
44.2324,-76.4067,0a
44.2414,-76.4066,0a
44.2413,-76.394,0a
44.2413,-76.3814,0a
44.2503,-76.3813,0a
44.2593,-76.3812,0a
44.2593,-76.3686,0a
44.2592,-76.356,0a
44.2592,-76.3434,0a
44.2682,-76.3433,0a
44.2681,-76.3307,0a
44.2591,-76.3308,0a
44.2501,-76.3309,0a
44.241,-76.331,0a
44.241,-76.3183,0a
44.2409,-76.3057,0a
44.2408,-76.2931,0a
44.2408,-76.2805,0a
44.2498,-76.2804,0a
44.2497,-76.2678,0a
44.2588,-76.2677,0a
44.2587,-76.2551,0a
44.2586,-76.2425,0a
44.2677,-76.2424,0a
44.2676,-76.2298,0a
44.2675,-76.2171,0a
44.2766,-76.217,0a
44.2765,-76.2044,0a
44.2855,-76.2043,0a
44.2854,-76.1917,0a
44.2945,-76.1916,0a
44.3035,-76.1915,0a
44.3036,-76.2041,0a
44.2945,-76.2042,0a
44.2946,-76.2168,0a
44.2947,-76.2295,0a
44.2948,-76.2421,0a
44.2857,-76.2422,0a
44.2767,-76.2423,0a
44.2768,-76.2549,0a
44.2858,-76.2548,0a
44.2948,-76.2547,0a
44.2949,-76.2673,0a
44.2859,-76.2674,0a
44.2859,-76.28,0a
44.286,-76.2927,0a
44.277,-76.2928,0a
44.277,-76.3054,0a
44.268,-76.3055,0a
44.2681,-76.3181,0a
44.2771,-76.318,0a
44.2861,-76.3053,0a
44.268,-76.3055,0a
44.2681,-76.3181,0a
44.2771,-76.318,0a
44.277,-76.3054,0a
44.2861,-76.3053,0a
44.295,-76.2926,0a
44.277,-76.2928,0a
44.277,-76.3054,0a
44.2861,-76.3053,0a
44.286,-76.2927,0a
44.295,-76.2926,0a
44.295,-76.2799,0a
44.2949,-76.2673,0a
44.3039,-76.2672,0a
44.3039,-76.2546,0a
44.3038,-76.242,0a
44.3037,-76.2294,0a
44.3037,-76.2167,0a
44.3127,-76.2166,0a
44.3126,-76.204,0a
44.3125,-76.1914,0a
44.3035,-76.1915,0a
44.3034,-76.1789,0a
